回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
108,44,薬剤,代謝,14,10,肯定形,,○,5,35,カルボキシルエステラーゼにより加水分解を受ける薬物はどれか。1つ選べ。,テモカプリル,テガフール H S S H3C O H O O H N O N H H O N CO2H NH 及び鏡像異性体 F O,イミプラミン,インドメタシン N CH3 N CH3 H3C O Cl O N CH3 CO2H,モルヒネ CH3 NH H HO O H H OH,1,,102-43 103-44 103-45 104-44 104-55 105-43 105-44 106-44 107-44 108-47 109-44 110-44 111-44
108,45,薬剤,排泄,7,7,肯定形,,,5,31,イヌリンの主な腎排泄過程として最も適切なのはどれか。1つ選べ。,糸球体ろ過,近位尿細管における分泌,近位尿細管における再吸収,遠位尿細管における分泌,遠位尿細管における再吸収,1,,102-41 104-45 106-45 107-46 109-45 110-45
108,46,薬剤,薬物動態パラメータ・計算,26,10,肯定形,,,5,54,線形1︲コンパートメントモデルに従う薬物を静脈内投与したとき、投与量に比例するパラメータはどれか。1つ選べ。,分布容積,消失半減期,消失速度定数,全身クリアランス,血中濃度時間曲線下面積,5,,102-44 102-45 102-46 102-47 102-48 103-43 103-46 103-47 104-41 104-46 104-47 105-45 105-46 105-47 106-43 106-46 106-47 107-45 109-46 110-46 110-47 110-48 111-43 111-45 111-46
108,47,薬剤,代謝,14,10,肯定形,,,5,17,肝代謝型の薬物はどれか。1つ選べ。,セファクロル,ゲンタマイシン,メトトレキサート,プロプラノロール,レボフロキサシン,4,,102-43 103-44 103-45 104-44 104-55 105-43 105-44 106-44 107-44 108-44 109-44 110-44 111-44
108,48,薬剤,相互作用・TDM,5,5,否定形,,,5,46,薬物血中濃度を指標とした治療薬物モニタリング（TDM）の対象とならないのはどれか。1つ選べ。,ジゴキシン,メトホルミン,バルプロ酸,リチウム,バンコマイシン,2,,104-48 107-47 109-47 111-47
108,49,薬剤,製剤材料の物性,35,10,肯定形,,,5,34,粉体の流動性を改善するために、大きくすべき物性値はどれか。1つ選べ。,かさ比容積,安息角,かさ密度,内部摩擦係数,空隙率,3,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
108,50,薬剤,製剤材料の物性,35,10,肯定形,,,5,22,ダイラタント流動を示すのはどれか。1つ選べ。,カルメロースナトリウム溶液,チンク油,グリセリン,デンプン濃厚水性懸濁液,ヒマシ油,4,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
108,51,薬剤,未分類,6,5,肯定形,,,5,46,口腔内で徐々に溶解又は崩壊させ、口腔、咽頭などの局所に適用する口腔用錠剤はどれか。1つ選べ。,舌下錠,付着錠,バッカル錠,トローチ剤,ガム剤,4,,104-43 105-49 105-55 106-51 110-41
108,52,薬剤,製剤材料の物性,35,10,肯定形,,,5,29,吸入粉末剤に関する記述として、正しいのはどれか。1つ選べ。,定量噴霧式である。,固体粒子のエアゾールとして吸入する。,噴射剤が充填されている。,容器は、通例、密封容器とする。,ネブライザーが適用される。,2,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
108,53,薬剤,製剤材料の物性,35,10,肯定形,,,5,21,o/w 型の乳剤性基剤はどれか。1つ選べ。,白色軟膏,親水ワセリン,親水クリーム,単軟膏,マクロゴール軟膏,3,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
108,54,薬剤,吸収・膜透過,28,10,肯定形,,,5,28,受動的ターゲティングを目的とする製剤はどれか。1つ選べ。,乳酸・グリコール酸共重合体微粒子製剤,浸透圧ポンプ型製剤,ポリエチレングリコール修飾リポソーム製剤,抗体薬物複合体製剤,リザーバー型経皮吸収型製剤,3,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-55 109-41 109-42 109-51 110-42 110-54 111-41 111-42 111-52
108,55,薬剤,吸収・膜透過,28,10,肯定形,,,5,51,皮膚表面に微細な針で小孔を形成することにより、高分子薬物の経皮吸収性を改善する手法はどれか。1つ選べ。,マイクロニードル,イオントフォレシス,エレクトロポレーション,ソノフォレシス,ジェットインジェクション,1,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-54 109-41 109-42 109-51 110-42 110-54 111-41 111-42 111-52
108,56,病態・薬物治療,がん,13,9,肯定形,,,5,24,眼窩部の激痛を特徴とする頭痛はどれか。1つ選べ。,筋緊張性頭痛,片頭痛,群発頭痛,くも膜下出血による頭痛,脳腫瘍による頭痛,3,,102-56 102-63 102-66 103-56 104-59 104-65 105-57 105-59 106-67 107-67 110-68 111-67
108,57,病態・薬物治療,免疫・膠原病・血液疾患,8,8,肯定形,,,5,26,プロトロンビン時間が延長する疾患はどれか。1つ選べ。,鉄欠乏性貧血,抗リン脂質抗体症候群,播種性血管内凝固症候群（DIC）,血友病 A,腎性貧血,3,,102-58 103-64 105-65 106-61 107-56 109-60 111-66
108,58,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,44,重大な副作用として血栓性血小板減少性紫斑病を起こす可能性が最も高いのはどれか。1つ選べ。,イコサペント酸エチル,クロピドグレル硫酸塩,サルポグレラート塩酸塩,ダビガトランエテキシラートメタンスルホン酸塩,ワルファリンカリウム,2,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-60 108-65 108-66 108-69 109-59 109-61 110-57 110-58 111-57 111-65
108,59,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,29,パーキンソン病で認められる特徴的な症状はどれか。1つ選べ。,眼瞼下垂,口渇,動作時振戦,高血圧,無動,5,,102-57 102-60 102-69 104-60 105-56 105-63 108-61 108-63 108-68 110-56 110-59 111-58 111-68
108,60,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,43,遺伝子多型により、フェニトインの体内動態に最も影響を及ぼす代謝酵素はどれか。1つ選べ。,CYP2C9,NAT2,CYP2D6,UGT1A1,CYP2C19,1,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-65 108-66 108-69 109-59 109-61 110-57 110-58 111-57 111-65
108,61,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,35,特徴的な症状の1つとして、間欠性跛行がみられる疾患はどれか。1つ選べ。,閉塞性動脈硬化症,筋ジストロフィー,変形性膝関節症,痛風,関節リウマチ,1,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-63 108-68 110-56 110-59 111-58 111-68
108,62,病態・薬物治療,消化器・肝疾患,3,3,肯定形,,,5,24,急性膵炎で通常認められる所見はどれか。1つ選べ。,血中ヘモグロビン量の減少,血中リパーゼ活性の低下,白血球数の減少,心窩部痛,右腕への放散痛,4,,104-57 106-63
108,63,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,27,アジソン病で特徴的に認められる所見はどれか。1つ選べ。,高血圧,高血糖,体重増加,色素沈着,活動性亢進,4,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-68 110-56 110-59 111-58 111-68
108,64,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,26,慢性副鼻腔炎の治療に用いられるのはどれか。1つ選べ。,イソプロピルウノプロストン,ムピロシンカルシウム水和物,メトキサレン,ナフトピジル,クラリスロマイシン,5,,102-62 103-61 103-62 104-64 104-69 105-61 105-64 105-70 107-66 110-61 110-67
108,65,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,30,テープ剤が光線過敏症の原因となりやすいのはどれか。1つ選べ。,ビソプロロールフマル酸塩,ケトプロフェン,オキシブチニン塩酸塩,硝酸イソソルビド,ツロブテロール,2,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-66 108-69 109-59 109-61 110-57 110-58 111-57 111-65
108,66,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,○,5,208,以下は骨肉腫に対するメトトレキサート・ホリナート救援療法の初日の処方例である。副作用回避の目的で用いる薬剤Ａ として最も適切なのはどれか。1つ選べ。処方1）9：00静注グラニセトロン注0 . 04 mg/kg 処方2）9：30～9：45点滴静注 Ａ 処方3）10：00～16：00点滴静注メトトレキサート注12 g/m2生理食塩液10 mL 7％炭酸水素ナトリウム注80 mL 生理食塩液500 mL ―以下、省略―,アセタゾラミドナトリウム注,ピペラシリンナトリウム注,フィルグラスチム（遺伝子組換え）注,フロセミド注,メスナ注,1,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-69 109-59 109-61 110-57 110-58 111-57 111-65
108,67,病態・薬物治療,感染症,12,8,肯定形,,,5,29,マイコプラズマ肺炎の治療に用いられるのはどれか。1つ選べ。,アシクロビル錠,イベルメクチン錠,テビペネムピボキシル細粒,アジスロマイシン錠,リネゾリド錠,4,,102-64 102-65 104-63 104-66 105-67 106-65 106-66 109-67 110-65 110-70 111-61
108,68,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,36,脳梗塞後遺症で、興奮症状を伴う場合に用いられる漢方薬はどれか。1つ選べ。,葛根湯,大建中湯,抑肝散,五苓散,猪苓湯,3,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-63 110-56 110-59 111-58 111-68
108,69,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,40,医療用医薬品の「使用上の注意」改訂を取りまとめた医薬品情報源はどれか。1つ選べ。,医薬品リスク管理計画（RMP）,重篤副作用疾患別対応マニュアル,緊急安全性情報,医薬品安全対策情報（DSU）,医療用医薬品製品情報概要,4,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 109-59 109-61 110-57 110-58 111-57 111-65
108,70,病態・薬物治療,臨床統計・研究デザイン,8,7,肯定形,,,5,53,全身状態の指標であるパフォーマンスステータス（PS）の値を統計処理する際の、データ尺度はどれか。1つ選べ。,分類尺度,間隔尺度,名義尺度,順序尺度,比例尺度,4,,102-68 103-67 105-68 105-69 106-70 109-69 111-69
108,71,法規・制度・倫理,薬剤師法,13,8,肯定形,,,5,115,薬剤師の任務は薬剤師法第1条に規定されている。この条文のに当てはまるのはどれか。1つ選べ。「薬剤師は、調剤、医薬品の供給その他薬事衛生をつかさどることによって、の向上及び増進に寄与し、もって国民の健康な生活を確保するものとする。」,医療の質,地域連携,公衆衛生,健康サポート,薬剤師の経済的利益,3,,102-72 102-73 102-75 104-74 105-79 106-72 106-73 107-71 107-72 107-78 109-73 110-71
108,72,法規・制度・倫理,薬学史・薬害,6,5,肯定形,,,5,30,長井長義によって世界で初めて単離されたのはどれか。1つ選べ。,モルヒネ,エフェドリン,アトロピン,サリチル酸,コカイン,2,,102-77 103-75 107-74 108-75 111-73
108,73,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,82,以下のように法律で規定されているのはどれか。1つ選べ。「厚生労働大臣の免許を受けて、傷病者若しくはじょく婦に対する療養上の世話又は診療の補助を行うことを業とする者」,保健師,助産師,看護師,介護福祉士,介護支援専門員,3,,102-76 102-78 104-71 105-73 106-78 106-79 108-77 108-78 109-79 110-77 111-72 111-78 111-79
108,74,法規・制度・倫理,法体系・憲法,5,5,肯定形,,○,5,40,製造販売業者が対応すべき医薬品等の品質管理の基準を定めた省令はどれか。1つ選べ。,GCP,GLP,GMP,GQP,GVP,4,,102-71 103-71 106-74 107-73
108,75,法規・制度・倫理,薬学史・薬害,6,5,肯定形,,,5,53,フルオロウラシルとの相互作用により市販直後に多数の死亡例が発生した薬害・事件に関わるのはどれか。1つ選べ。,ソリブジン,サリドマイド,クロロキン,キノホルム,ゲフィチニブ,1,,102-77 103-75 107-74 108-72 111-73
108,76,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,,5,144,レギュラトリーサイエンスに関する記述について、に入る適切な語句はどれか。1つ選べ。「科学技術の成果を人と社会に役立てることを目的に、根拠に基づく的確な予測、評価、判断を行い、科学技術の成果を人と社会との調和の上で最も望ましい姿にするための科学」（第4次科学技術基本計画で示された定義より）,置換,調整,修飾,管理,制限,2,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 107-77 109-74 109-75 110-72 110-73 110-75 111-71 111-75
108,77,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,35,診療報酬の改定の内容に関する、厚生労働大臣の諮問先はどれか。1つ選べ。,医道審議会,薬事・食品衛生審議会,国民健康保険連合会,中央社会保険医療協議会,社会保険診療報酬支払基金,4,,102-76 102-78 104-71 105-73 106-78 106-79 108-73 108-78 109-79 110-77 111-72 111-78 111-79
108,78,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,68,薬物療法の経済評価手法である費用効用分析ではアウトカム指標として QALY を用いる。QALY に加味されている要素はどれか。1つ選べ。,患者の医療費,介護に要する費用,生活の質,処方薬剤数,平均寿命,3,,102-76 102-78 104-71 105-73 106-78 106-79 108-73 108-77 109-79 110-77 111-72 111-78 111-79
108,79,法規・制度・倫理,倫理・臨床研究,9,8,否定形,,,5,47,医療に携わる者の意思決定において重要とされる生命倫理の4原則に含まれないのはどれか。1つ選べ。,自立尊重,無危害,善行,医学の進歩,正義,4,,102-79 103-77 103-78 104-79 106-71 107-79 109-72 110-78
108,80,法規・制度・倫理,コミュニケーション・患者中心の医療,7,6,肯定形,,,5,47,他者の価値観に配慮しつつ、自分の欲求、考え、気持ちを適切に表現することを何というか。1つ選べ。,ラポール,パターナリズム,アサーション,ミラーリング,コーチング,3,,102-80 104-80 109-71 109-80 110-80 111-80
